Region,Watershed,Segment Interval,Independent Variable,varcomp,proportion,source_file
ETF,ETF,10m,lidar_erosion_logtrans,nugget,2.43184055187512e-27,ETF\Outputs\Segmented 10m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,lidar_erosion_logtrans,1 | as.factor(ch_watershed),8.12308013772972e-07,ETF\Outputs\Segmented 10m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_deposition_logtrans,Covariates (PR-sq),0.253209449066052,ETF\Outputs\Segmented 10m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_deposition_logtrans,tailup_de,3.38422506391135e-11,ETF\Outputs\Segmented 10m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_deposition_logtrans,euclid_de,2.57647316388275e-13,ETF\Outputs\Segmented 10m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_deposition_logtrans,nugget,4.46340836534992e-13,ETF\Outputs\Segmented 10m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_deposition_logtrans,1 | as.factor(ch_watershed),0.746790550899402,ETF\Outputs\Segmented 10m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_erosion_logtrans,Covariates (PR-sq),0.349644118938074,ETF\Outputs\Segmented 10m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_erosion_logtrans,tailup_de,0.65035584836439,ETF\Outputs\Segmented 10m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_erosion_logtrans,euclid_de,2.19805218498627e-08,ETF\Outputs\Segmented 10m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_erosion_logtrans,nugget,3.26520227076842e-55,ETF\Outputs\Segmented 10m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_erosion_logtrans,1 | as.factor(ch_watershed),1.0717014181868e-08,ETF\Outputs\Segmented 10m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_net change_logtrans,Covariates (PR-sq),0.155034230554158,ETF\Outputs\Segmented 10m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_net change_logtrans,tailup_de,0.78162999617874,ETF\Outputs\Segmented 10m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_net change_logtrans,euclid_de,5.96260189413224e-26,ETF\Outputs\Segmented 10m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_net change_logtrans,nugget,3.37681158583184e-26,ETF\Outputs\Segmented 10m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,10m,sfm_net change_logtrans,1 | as.factor(ch_watershed),0.0633357732671024,ETF\Outputs\Segmented 10m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,10m,lidar_erosion_logtrans,Covariates (PR-sq),0.0888175711196107,ETF\Outputs\Segmented 10m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,lidar_erosion_logtrans,tailup_de,0.0343166030400294,ETF\Outputs\Segmented 10m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,lidar_erosion_logtrans,euclid_de,0.87686582584036,ETF\Outputs\Segmented 10m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,lidar_erosion_logtrans,nugget,1.49276174993196e-41,ETF\Outputs\Segmented 10m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_deposition_logtrans,Covariates (PR-sq),0.179236249182407,ETF\Outputs\Segmented 10m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_deposition_logtrans,tailup_de,0.820763444546169,ETF\Outputs\Segmented 10m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_deposition_logtrans,euclid_de,3.06271424087755e-07,ETF\Outputs\Segmented 10m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_deposition_logtrans,nugget,1.86544838874155e-31,ETF\Outputs\Segmented 10m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_erosion_logtrans,Covariates (PR-sq),0.323923893241255,ETF\Outputs\Segmented 10m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_erosion_logtrans,tailup_de,0.676075282656247,ETF\Outputs\Segmented 10m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_erosion_logtrans,euclid_de,8.24102497546288e-07,ETF\Outputs\Segmented 10m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_erosion_logtrans,nugget,6.82196756539169e-21,ETF\Outputs\Segmented 10m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_net change_logtrans,Covariates (PR-sq),0.111947410537002,ETF\Outputs\Segmented 10m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_net change_logtrans,tailup_de,0.888052589462892,ETF\Outputs\Segmented 10m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_net change_logtrans,euclid_de,1.05551978885684e-13,ETF\Outputs\Segmented 10m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,10m,sfm_net change_logtrans,nugget,1.39591572940763e-60,ETF\Outputs\Segmented 10m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,10m,lidar_erosion_logtrans,Covariates (PR-sq),0.149660282074832,ETF\Outputs\Segmented 10m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,lidar_erosion_logtrans,tailup_de,0.0578930879852075,ETF\Outputs\Segmented 10m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,lidar_erosion_logtrans,euclid_de,0.792428014547692,ETF\Outputs\Segmented 10m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,lidar_erosion_logtrans,nugget,1.86153922682663e-05,ETF\Outputs\Segmented 10m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_deposition_logtrans,Covariates (PR-sq),0.127965515555759,ETF\Outputs\Segmented 10m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_deposition_logtrans,tailup_de,0.871986014913104,ETF\Outputs\Segmented 10m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_deposition_logtrans,euclid_de,5.8867774486618e-08,ETF\Outputs\Segmented 10m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_deposition_logtrans,nugget,4.84106633627034e-05,ETF\Outputs\Segmented 10m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_erosion_logtrans,Covariates (PR-sq),0.151129386499536,ETF\Outputs\Segmented 10m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_erosion_logtrans,tailup_de,8.08733443981431e-13,ETF\Outputs\Segmented 10m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_erosion_logtrans,euclid_de,8.9915590483601e-06,ETF\Outputs\Segmented 10m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_erosion_logtrans,nugget,0.848861621940607,ETF\Outputs\Segmented 10m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_net change_logtrans,Covariates (PR-sq),0.0367513220665682,ETF\Outputs\Segmented 10m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_net change_logtrans,tailup_de,7.16301192155738e-16,ETF\Outputs\Segmented 10m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_net change_logtrans,euclid_de,0.963248677933431,ETF\Outputs\Segmented 10m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,10m,sfm_net change_logtrans,nugget,2.4667061322658597e-30,ETF\Outputs\Segmented 10m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,10m,lidar_erosion_logtrans,Covariates (PR-sq),0.0950350654373652,ETF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,lidar_erosion_logtrans,tailup_de,0.904962636993287,ETF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,lidar_erosion_logtrans,euclid_de,2.2975693476147e-06,ETF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,lidar_erosion_logtrans,nugget,2.5722047909909e-22,ETF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_deposition_logtrans,Covariates (PR-sq),0.202652988308622,ETF\Outputs\Segmented 10m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_deposition_logtrans,tailup_de,0.797347011684663,ETF\Outputs\Segmented 10m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_deposition_logtrans,euclid_de,6.71543038487537e-12,ETF\Outputs\Segmented 10m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_deposition_logtrans,nugget,5.59875211786658e-89,ETF\Outputs\Segmented 10m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_erosion_logtrans,Covariates (PR-sq),0.0855340585214875,ETF\Outputs\Segmented 10m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_erosion_logtrans,tailup_de,5.034801909142871e-44,ETF\Outputs\Segmented 10m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_erosion_logtrans,euclid_de,0.914465941478512,ETF\Outputs\Segmented 10m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_erosion_logtrans,nugget,7.15859384466092e-48,ETF\Outputs\Segmented 10m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_net change_logtrans,Covariates (PR-sq),0.02073755043536,ETF\Outputs\Segmented 10m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_net change_logtrans,tailup_de,1.83879545394572e-20,ETF\Outputs\Segmented 10m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 10m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_net change_logtrans,euclid_de,0.0024686865137135,ETF\Outputs\Segmented 10m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,10m,sfm_net change_logtrans,nugget,0.976793763050926,ETF\Outputs\Segmented 10m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,20m,lidar_erosion_logtrans,Covariates (PR-sq),0.249346901381362,ETF\Outputs\Segmented 20m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,lidar_erosion_logtrans,tailup_de,0.459037759740137,ETF\Outputs\Segmented 20m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,lidar_erosion_logtrans,euclid_de,0.291615338827356,ETF\Outputs\Segmented 20m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,lidar_erosion_logtrans,nugget,6.222874930667599e-29,ETF\Outputs\Segmented 20m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,lidar_erosion_logtrans,1 | as.factor(ch_watershed),5.1145462920850393e-11,ETF\Outputs\Segmented 20m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_deposition_logtrans,Covariates (PR-sq),0.291525069142417,ETF\Outputs\Segmented 20m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_deposition_logtrans,tailup_de,2.8323119215179297e-11,ETF\Outputs\Segmented 20m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_deposition_logtrans,euclid_de,0.0007134761578627,ETF\Outputs\Segmented 20m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_deposition_logtrans,nugget,3.07404535772648e-45,ETF\Outputs\Segmented 20m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_deposition_logtrans,1 | as.factor(ch_watershed),0.707761454671398,ETF\Outputs\Segmented 20m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_erosion_logtrans,Covariates (PR-sq),0.381810056147185,ETF\Outputs\Segmented 20m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_erosion_logtrans,tailup_de,0.618189114274354,ETF\Outputs\Segmented 20m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_erosion_logtrans,euclid_de,3.99040141444789e-13,ETF\Outputs\Segmented 20m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_erosion_logtrans,nugget,6.17833970114672e-07,ETF\Outputs\Segmented 20m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_erosion_logtrans,1 | as.factor(ch_watershed),2.11744092249139e-07,ETF\Outputs\Segmented 20m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_net change_logtrans,Covariates (PR-sq),0.176437919561623,ETF\Outputs\Segmented 20m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_net change_logtrans,tailup_de,1.60851141654541e-30,ETF\Outputs\Segmented 20m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_net change_logtrans,euclid_de,1.6170673827663799e-50,ETF\Outputs\Segmented 20m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_net change_logtrans,nugget,1.4388696143641399e-62,ETF\Outputs\Segmented 20m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,20m,sfm_net change_logtrans,1 | as.factor(ch_watershed),0.823562080438377,ETF\Outputs\Segmented 20m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,20m,lidar_erosion_logtrans,Covariates (PR-sq),0.114121284481479,ETF\Outputs\Segmented 20m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,lidar_erosion_logtrans,tailup_de,0.0042188308583917,ETF\Outputs\Segmented 20m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,lidar_erosion_logtrans,euclid_de,0.881659884387344,ETF\Outputs\Segmented 20m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,lidar_erosion_logtrans,nugget,2.72784749490051e-10,ETF\Outputs\Segmented 20m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_deposition_logtrans,Covariates (PR-sq),0.184087693587672,ETF\Outputs\Segmented 20m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_deposition_logtrans,tailup_de,0.815909825209172,ETF\Outputs\Segmented 20m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_deposition_logtrans,euclid_de,2.48120315631527e-06,ETF\Outputs\Segmented 20m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_deposition_logtrans,nugget,6.92322878277151e-39,ETF\Outputs\Segmented 20m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_erosion_logtrans,Covariates (PR-sq),0.0380052251680283,ETF\Outputs\Segmented 20m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_erosion_logtrans,tailup_de,0.0015523507503902,ETF\Outputs\Segmented 20m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_erosion_logtrans,euclid_de,0.960442331324554,ETF\Outputs\Segmented 20m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_erosion_logtrans,nugget,9.27570273565778e-08,ETF\Outputs\Segmented 20m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_net change_logtrans,Covariates (PR-sq),0.181340439845753,ETF\Outputs\Segmented 20m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_net change_logtrans,tailup_de,8.98605648903456e-13,ETF\Outputs\Segmented 20m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_net change_logtrans,euclid_de,0.818659560153349,ETF\Outputs\Segmented 20m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,20m,sfm_net change_logtrans,nugget,1.3408946638849e-62,ETF\Outputs\Segmented 20m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,20m,lidar_erosion_logtrans,Covariates (PR-sq),0.0846096226839129,ETF\Outputs\Segmented 20m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,lidar_erosion_logtrans,tailup_de,0.159559260743027,ETF\Outputs\Segmented 20m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,lidar_erosion_logtrans,euclid_de,0.755826448716118,ETF\Outputs\Segmented 20m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,lidar_erosion_logtrans,nugget,4.66785694205796e-06,ETF\Outputs\Segmented 20m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_deposition_logtrans,Covariates (PR-sq),0.0186236195128644,ETF\Outputs\Segmented 20m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_deposition_logtrans,tailup_de,0.981376380483763,ETF\Outputs\Segmented 20m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_deposition_logtrans,euclid_de,3.37291482624978e-12,ETF\Outputs\Segmented 20m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_deposition_logtrans,nugget,3.45170779123099e-33,ETF\Outputs\Segmented 20m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_erosion_logtrans,Covariates (PR-sq),0.199305778099137,ETF\Outputs\Segmented 20m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_erosion_logtrans,tailup_de,0.0005834081883374,ETF\Outputs\Segmented 20m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_erosion_logtrans,euclid_de,2.59475069548583e-06,ETF\Outputs\Segmented 20m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_erosion_logtrans,nugget,0.80010821896183,ETF\Outputs\Segmented 20m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_net change_logtrans,Covariates (PR-sq),0.0627420097618826,ETF\Outputs\Segmented 20m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_net change_logtrans,tailup_de,0.845303233288824,ETF\Outputs\Segmented 20m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_net change_logtrans,euclid_de,0.0919547569492932,ETF\Outputs\Segmented 20m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,20m,sfm_net change_logtrans,nugget,7.97490608255042e-163,ETF\Outputs\Segmented 20m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,20m,lidar_erosion_logtrans,Covariates (PR-sq),0.0695973361807988,ETF\Outputs\Segmented 20m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,lidar_erosion_logtrans,tailup_de,0.930402653030791,ETF\Outputs\Segmented 20m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,lidar_erosion_logtrans,euclid_de,1.07884106483244e-08,ETF\Outputs\Segmented 20m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,lidar_erosion_logtrans,nugget,8.89317805242551e-76,ETF\Outputs\Segmented 20m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_deposition_logtrans,Covariates (PR-sq),0.120843573723812,ETF\Outputs\Segmented 20m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_deposition_logtrans,tailup_de,0.879156426266884,ETF\Outputs\Segmented 20m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_deposition_logtrans,euclid_de,2.4732351071323e-24,ETF\Outputs\Segmented 20m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_deposition_logtrans,nugget,9.30400650241899e-12,ETF\Outputs\Segmented 20m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_erosion_logtrans,Covariates (PR-sq),0.0848709057186398,ETF\Outputs\Segmented 20m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_erosion_logtrans,tailup_de,2.2671638035958702e-15,ETF\Outputs\Segmented 20m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_erosion_logtrans,euclid_de,0.915129094281358,ETF\Outputs\Segmented 20m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_erosion_logtrans,nugget,2.29003607445629e-56,ETF\Outputs\Segmented 20m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_net change_logtrans,Covariates (PR-sq),0.0170595568944871,ETF\Outputs\Segmented 20m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_net change_logtrans,tailup_de,0.982940443105513,ETF\Outputs\Segmented 20m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 20m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_net change_logtrans,euclid_de,1.94308803615683e-59,ETF\Outputs\Segmented 20m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,20m,sfm_net change_logtrans,nugget,1.95904280122511e-25,ETF\Outputs\Segmented 20m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,5m,lidar_erosion_logtrans,Covariates (PR-sq),0.0740496996056572,ETF\Outputs\Segmented 5m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,lidar_erosion_logtrans,tailup_de,0.925949009238467,ETF\Outputs\Segmented 5m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,lidar_erosion_logtrans,euclid_de,1.19860459175224e-06,ETF\Outputs\Segmented 5m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,lidar_erosion_logtrans,nugget,5.47522100988759e-32,ETF\Outputs\Segmented 5m\ETF lidar_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,lidar_erosion_logtrans,1 | as.factor(ch_watershed),9.25512839500568e-08,ETF\Outputs\Segmented 5m\ETF lidar_erosion_logtrans\varcomp_results.csv
